820.000,-0.000
820.200,-0.028
820.400,-0.000
820.600,-0.000
820.800,-0.000
821.000,-0.028
821.200,-0.000
821.400,-0.000
821.600,-0.000
821.800,-0.000
822.000,-0.000
822.200,-0.000
822.400,-0.000
822.600,-0.028
822.800,-0.028
823.000,-0.000
823.200,-0.000
823.400,-0.028
823.600,-0.000
823.800,0.028
824.000,-0.000
824.200,-0.000
824.400,0.028
824.600,-0.028
824.800,-0.000
825.000,-0.028
825.200,0.028
825.400,-0.000
825.600,-0.028
825.800,0.028
826.000,0.028
826.200,-0.028
826.400,-0.028
826.600,-0.028
826.800,-0.028
827.000,-0.000
827.200,-0.000
827.400,-0.028
827.600,0.028
827.800,0.028
828.000,-0.000
828.200,-0.000
828.400,-0.000
828.600,-0.000
828.800,0.028
829.000,-0.000
829.200,-0.000
829.400,0.028
829.600,-0.000
829.800,-0.000
830.000,-0.028
830.200,-0.000
830.400,-0.000
830.600,-0.028
830.800,0.028
831.000,0.056
831.200,0.028
831.400,0.028
831.600,-0.056
831.800,-0.000
832.000,-0.000
832.200,0.028
832.400,-0.028
832.600,-0.028
832.800,0.028
833.000,0.028
833.200,-0.000
833.400,-0.056
833.600,-0.000
833.800,-0.000
834.000,-0.000
834.200,0.028
834.400,-0.000
834.600,-0.028
834.800,-0.000
835.000,0.028
835.200,0.028
835.400,-0.000
835.600,-0.000
835.800,-0.000
836.000,-0.000
836.200,-0.028
836.400,0.028
836.600,-0.000
836.800,0.028
837.000,-0.000
837.200,-0.000
837.400,0.028
837.600,-0.000
837.800,-0.000
838.000,-0.000
838.200,-0.028
838.400,-0.000
838.600,-0.000
838.800,0.028
839.000,-0.028
839.200,0.028
839.400,-0.000
839.600,-0.000
839.800,-0.028
840.000,-0.028
840.200,-0.000
840.400,-0.000
840.600,-0.028
840.800,-0.000
841.000,-0.000
841.200,-0.000
841.400,-0.000
841.600,-0.000
841.800,-0.000
842.000,-0.028
842.200,-0.028
842.400,-0.000
842.600,-0.000
842.800,-0.028
843.000,-0.000
843.200,-0.028
843.400,-0.000
843.600,-0.056
843.800,-0.028
844.000,-0.028
844.200,-0.000
844.400,0.028
844.600,-0.000
844.800,-0.028
845.000,-0.028
845.200,-0.028
845.400,-0.056
845.600,-0.000
845.800,-0.000
846.000,0.028
846.200,-0.028
846.400,-0.000
846.600,-0.028
846.800,-0.000
847.000,-0.000
847.200,-0.028
847.400,-0.000
847.600,0.028
847.800,0.028
848.000,-0.000
848.200,0.028
848.400,-0.028
848.600,-0.000
848.800,-0.000
849.000,-0.000
849.200,-0.000
849.400,-0.000
849.600,-0.056
849.800,0.028
850.000,0.028
850.200,-0.000
850.400,-0.000
850.600,-0.000
850.800,-0.000
851.000,-0.028
851.200,0.028
851.400,-0.028
851.600,-0.000
851.800,-0.028
852.000,-0.000
852.200,-0.028
852.400,-0.000
852.600,-0.000
852.800,-0.028
853.000,-0.028
853.200,-0.000
853.400,0.028
853.600,-0.000
853.800,-0.000
854.000,0.028
854.200,0.028
854.400,-0.000
854.600,-0.000
854.800,-0.000
855.000,-0.028
855.200,-0.000
855.400,-0.028
855.600,0.028
855.800,-0.028
856.000,-0.056
856.200,-0.028
856.400,-0.000
856.600,-0.028
856.800,-0.000
857.000,-0.000
857.200,-0.028
857.400,-0.028
857.600,0.028
857.800,0.028
858.000,-0.000
858.200,-0.056
858.400,-0.000
858.600,0.028
858.800,0.028
859.000,-0.000
859.200,-0.028
859.400,-0.000
859.600,-0.028
859.800,-0.000
860.000,-0.028
860.200,-0.056
860.400,-0.028
860.600,-0.000
860.800,-0.000
861.000,-0.028
861.200,-0.028
861.400,0.028
861.600,0.028
861.800,0.028
862.000,0.028
862.200,-0.000
862.400,0.028
862.600,0.028
862.800,-0.028
863.000,-0.000
863.200,-0.028
863.400,-0.000
863.600,-0.028
863.800,-0.000
864.000,-0.028
864.200,-0.028
864.400,-0.000
864.600,-0.028
864.800,-0.000
865.000,0.056
865.200,0.028
865.400,-0.000
865.600,-0.000
865.800,-0.028
866.000,-0.000
866.200,-0.000
866.400,-0.028
866.600,-0.028
866.800,-0.000
867.000,-0.028
867.200,-0.000
867.400,-0.000
867.600,0.028
867.800,-0.000
868.000,-0.000
868.200,0.028
868.400,0.028
868.600,-0.000
868.800,-0.000
869.000,-0.028
869.200,-0.000
869.400,-0.028
869.600,-0.000
869.800,-0.000
870.000,-0.000
870.200,-0.028
870.400,0.028
870.600,-0.000
870.800,-0.000
871.000,-0.028
871.200,0.028
871.400,-0.028
871.600,-0.028
871.800,-0.000
872.000,-0.000
872.200,-0.000
872.400,-0.028
872.600,-0.028
872.800,-0.000
873.000,-0.028
873.200,-0.000
873.400,0.028
873.600,-0.000
873.800,-0.028
874.000,-0.000
874.200,-0.000
874.400,-0.000
874.600,-0.000
874.800,-0.000
875.000,0.028
875.200,-0.000
875.400,-0.000
875.600,-0.000
875.800,-0.000
876.000,-0.028
876.200,-0.000
876.400,-0.000
876.600,-0.000
876.800,0.028
877.000,0.028
877.200,0.028
877.400,-0.028
877.600,-0.056
877.800,-0.000
878.000,-0.056
878.200,-0.028
878.400,-0.028
878.600,-0.028
878.800,-0.000
879.000,-0.000
879.200,-0.000
879.400,0.028
879.600,-0.000
879.800,-0.028
880.000,-0.000
880.200,-0.028
880.400,-0.000
880.600,0.028
880.800,-0.000
881.000,-0.028
881.200,-0.000
881.400,-0.000
881.600,-0.028
881.800,-0.000
882.000,-0.000
882.200,-0.028
882.400,-0.028
882.600,-0.028
882.800,-0.000
883.000,-0.028
883.200,-0.056
883.400,-0.028
883.600,-0.028
883.800,-0.000
884.000,-0.000
884.200,-0.000
884.400,-0.028
884.600,-0.000
884.800,-0.000
885.000,-0.028
885.200,0.028
885.400,0.028
885.600,-0.028
885.800,-0.028
886.000,-0.000
886.200,-0.000
886.400,-0.000
886.600,-0.000
886.800,-0.000
887.000,0.028
887.200,-0.000
887.400,-0.000
887.600,0.028
887.800,-0.000
888.000,-0.028
888.200,0.028
888.400,-0.000
888.600,-0.028
888.800,-0.028
889.000,-0.000
889.200,0.028
889.400,-0.000
889.600,-0.000
889.800,-0.028
890.000,-0.000
890.200,-0.028
890.400,-0.028
890.600,-0.028
890.800,-0.028
891.000,-0.028
891.200,-0.000
891.400,-0.056
891.600,-0.028
891.800,-0.028
892.000,-0.028
892.200,0.028
892.400,-0.000
892.600,-0.000
892.800,0.028
893.000,-0.000
893.200,-0.028
893.400,-0.000
893.600,-0.000
893.800,-0.000
894.000,-0.028
894.200,-0.028
894.400,0.028
894.600,-0.000
894.800,0.028
895.000,-0.028
895.200,-0.000
895.400,-0.028
895.600,-0.028
895.800,-0.000
896.000,-0.000
896.200,-0.000
896.400,0.028
896.600,-0.028
896.800,-0.028
897.000,-0.056
897.200,-0.000
897.400,0.028
897.600,-0.000
897.800,-0.056
898.000,-0.000
898.200,-0.056
898.400,-0.000
898.600,-0.000
898.800,0.028
899.000,-0.028
899.200,-0.028
899.400,-0.056
899.600,-0.000
899.800,-0.028
900.000,-0.028
900.200,-0.028
900.400,-0.000
900.600,-0.000
900.800,-0.000
901.000,0.028
901.200,0.028
901.400,-0.000
901.600,0.028
901.800,-0.028
902.000,-0.028
902.200,-0.000
902.400,-0.000
902.600,-0.000
902.800,-0.000
903.000,0.028
903.200,-0.028
903.400,0.028
903.600,-0.000
903.800,-0.000
904.000,-0.028
904.200,-0.000
904.400,-0.000
904.600,0.028
904.800,0.028
905.000,-0.000
905.200,-0.000
905.400,-0.000
905.600,-0.000
905.800,0.028
906.000,0.028
906.200,-0.000
906.400,-0.000
906.600,0.028
906.800,-0.000
907.000,-0.000
907.200,0.028
907.400,-0.000
907.600,0.028
907.800,-0.028
908.000,-0.000
908.200,-0.000
908.400,-0.028
908.600,-0.028
908.800,-0.028
909.000,-0.028
909.200,0.028
909.400,0.028
909.600,-0.028
909.800,-0.028
910.000,-0.000
910.200,0.028
910.400,-0.000
910.600,-0.000
910.800,-0.000
911.000,0.028
911.200,-0.000
911.400,-0.028
911.600,-0.000
911.800,-0.000
912.000,0.028
912.200,-0.000
912.400,-0.000
912.600,-0.028
912.800,0.028
913.000,-0.000
913.200,0.028
913.400,0.028
913.600,-0.028
913.800,-0.000
914.000,-0.000
914.200,-0.000
914.400,-0.000
914.600,-0.000
914.800,-0.000
915.000,-0.000
915.200,-0.028
915.400,-0.000
915.600,0.028
915.800,0.028
916.000,-0.000
916.200,0.028
916.400,0.028
916.600,-0.000
916.800,-0.000
917.000,-0.000
917.200,-0.028
917.400,-0.000
917.600,-0.000
917.800,-0.000
918.000,-0.000
918.200,-0.028
918.400,-0.000
918.600,-0.028
918.800,0.028
919.000,0.056
919.200,0.028
919.400,-0.000
919.600,0.028
919.800,0.028
920.000,-0.000
920.200,-0.028
920.400,-0.000
920.600,-0.028
920.800,-0.000
921.000,-0.000
921.200,-0.056
921.400,-0.028
921.600,-0.028
921.800,-0.028
922.000,-0.028
922.200,-0.028
922.400,-0.000
922.600,-0.028
922.800,-0.028
923.000,-0.056
923.200,-0.000
923.400,-0.028
923.600,0.028
923.800,0.028
924.000,-0.000
924.200,-0.028
924.400,-0.028
924.600,-0.000
924.800,-0.028
925.000,-0.000
925.200,-0.000
925.400,-0.028
925.600,-0.000
925.800,-0.028
926.000,-0.000
926.200,0.028
926.400,-0.028
926.600,-0.000
926.800,-0.000
927.000,-0.000
927.200,-0.000
927.400,-0.000
927.600,-0.028
927.800,0.028
928.000,-0.000
928.200,-0.028
928.400,0.028
928.600,-0.000
928.800,0.028
929.000,-0.000
929.200,-0.000
929.400,-0.000
929.600,-0.000
929.800,-0.000
930.000,-0.028
930.200,-0.000
930.400,0.056
930.600,0.028
930.800,-0.000
931.000,-0.000
931.200,0.084
931.400,0.028
931.600,0.028
931.800,0.028
932.000,-0.028
932.200,-0.000
932.400,-0.000
932.600,-0.000
932.800,-0.000
933.000,0.028
933.200,0.056
933.400,0.028
933.600,-0.000
933.800,-0.000
934.000,-0.028
934.200,0.028
934.400,-0.000
934.600,-0.000
934.800,-0.000
935.000,-0.028
935.200,-0.056
935.400,-0.028
935.600,-0.028
935.800,0.028
936.000,0.028
936.200,-0.000
936.400,-0.000
936.600,-0.028
936.800,0.028
937.000,-0.000
937.200,-0.000
937.400,-0.000
937.600,-0.000
937.800,-0.056
938.000,-0.028
938.200,-0.000
938.400,0.028
938.600,-0.000
938.800,-0.000
939.000,-0.028
939.200,-0.028
939.400,-0.000
939.600,0.028
939.800,-0.000
940.000,-0.028
940.200,-0.028
940.400,-0.000
940.600,-0.028
940.800,-0.056
941.000,-0.028
941.200,-0.000
941.400,-0.000
941.600,-0.000
941.800,-0.028
942.000,-0.000
942.200,-0.000
942.400,-0.000
942.600,-0.028
942.800,-0.056
943.000,-0.028
943.200,-0.000
943.400,-0.000
943.600,-0.000
943.800,-0.028
944.000,-0.000
944.200,0.028
944.400,0.028
944.600,0.028
944.800,0.028
945.000,-0.000
945.200,-0.028
945.400,0.028
945.600,-0.000
945.800,-0.028
946.000,-0.028
946.200,-0.000
946.400,0.028
946.600,-0.000
946.800,0.028
947.000,-0.000
947.200,-0.000
947.400,-0.028
947.600,-0.000
947.800,-0.056
948.000,-0.028
948.200,-0.000
948.400,-0.000
948.600,-0.028
948.800,0.028
949.000,0.028
949.200,-0.000
949.400,-0.000
949.600,-0.000
949.800,-0.000
950.000,-0.000
950.200,-0.000
950.400,-0.000
950.600,-0.000
950.800,-0.000
951.000,-0.028
951.200,-0.000
951.400,-0.000
951.600,-0.000
951.800,-0.028
952.000,0.028
952.200,-0.028
952.400,0.028
952.600,0.028
952.800,-0.000
953.000,-0.000
953.200,0.028
953.400,0.028
953.600,-0.000
953.800,-0.000
954.000,-0.000
954.200,-0.028
954.400,-0.000
954.600,-0.028
954.800,0.028
955.000,0.028
955.200,-0.028
955.400,-0.028
955.600,-0.000
955.800,-0.028
956.000,-0.000
956.200,-0.000
956.400,-0.028
956.600,-0.056
956.800,-0.000
957.000,-0.000
957.200,-0.028
957.400,-0.028
957.600,-0.000
957.800,-0.000
958.000,-0.028
958.200,-0.000
958.400,-0.028
958.600,-0.028
958.800,-0.000
959.000,-0.028
959.200,-0.000
959.400,-0.000
959.600,0.028
959.800,-0.000
960.000,-0.000
960.200,-0.028
960.400,-0.000
960.600,-0.000
960.800,-0.000
961.000,-0.000
961.200,-0.000
961.400,-0.028
961.600,-0.000
961.800,-0.028
962.000,-0.000
962.200,-0.000
962.400,-0.000
962.600,-0.000
962.800,0.028
963.000,-0.000
963.200,-0.000
963.400,0.028
963.600,-0.028
963.800,-0.028
964.000,-0.000
964.200,-0.000
964.400,-0.000
964.600,0.056
964.800,-0.028
965.000,0.028
965.200,-0.000
965.400,-0.028
965.600,-0.000
965.800,-0.000
966.000,0.028
966.200,-0.000
966.400,-0.000
966.600,0.028
966.800,-0.028
967.000,0.028
967.200,-0.000
967.400,-0.028
967.600,-0.028
967.800,-0.000
968.000,-0.028
968.200,-0.000
968.400,-0.000
968.600,0.028
968.800,-0.000
969.000,-0.000
969.200,-0.056
969.400,-0.000
969.600,0.028
969.800,-0.028
970.000,-0.000
970.200,-0.028
970.400,-0.000
970.600,0.028
970.800,0.028
971.000,-0.000
971.200,-0.000
971.400,-0.000
971.600,-0.028
971.800,-0.056
972.000,-0.000
972.200,-0.000
972.400,-0.028
972.600,-0.000
972.800,-0.000
973.000,-0.028
973.200,-0.028
973.400,-0.028
973.600,-0.000
973.800,0.028
974.000,-0.000
974.200,0.028
974.400,-0.000
974.600,-0.000
974.800,-0.028
975.000,-0.028
975.200,-0.000
975.400,-0.000
975.600,0.028
975.800,-0.028
976.000,-0.000
976.200,-0.000
976.400,0.028
976.600,-0.000
976.800,-0.000
977.000,-0.000
977.200,0.028
977.400,-0.000
977.600,-0.000
977.800,-0.000
978.000,0.028
978.200,-0.000
978.400,-0.000
978.600,-0.000
978.800,-0.000
979.000,-0.028
979.200,-0.000
979.400,-0.028
979.600,-0.028
979.800,-0.000
980.000,-0.000
980.200,-0.000
980.400,-0.028
980.600,0.028
980.800,-0.000
981.000,-0.056
981.200,-0.028
981.400,-0.000
981.600,-0.000
981.800,-0.000
982.000,-0.000
982.200,0.028
982.400,-0.000
982.600,-0.000
982.800,0.028
983.000,0.028
983.200,0.028
983.400,-0.028
983.600,-0.000
983.800,-0.028
984.000,-0.028
984.200,-0.056
984.400,-0.056
984.600,-0.028
984.800,-0.000
985.000,-0.028
985.200,0.028
985.400,-0.000
985.600,0.028
985.800,-0.028
986.000,-0.000
986.200,0.028
986.400,-0.000
986.600,-0.028
986.800,-0.000
987.000,-0.000
987.200,0.028
987.400,-0.000
987.600,-0.000
987.800,0.028
988.000,-0.000
988.200,-0.000
988.400,-0.028
988.600,-0.000
988.800,-0.000
989.000,0.028
989.200,-0.000
989.400,-0.000
989.600,-0.028
989.800,-0.028
990.000,0.028
990.200,0.028
990.400,-0.000
990.600,-0.028
990.800,-0.028
991.000,-0.028
991.200,-0.000
991.400,-0.000
991.600,-0.000
991.800,-0.028
992.000,-0.000
992.200,-0.000
992.400,0.028
992.600,-0.000
992.800,-0.028
993.000,-0.028
993.200,-0.000
993.400,-0.000
993.600,0.028
993.800,-0.000
994.000,-0.028
994.200,-0.028
994.400,-0.028
994.600,0.028
994.800,-0.000
995.000,0.028
995.200,-0.000
995.400,-0.000
995.600,0.028
995.800,-0.000
996.000,0.028
996.200,-0.000
996.400,-0.000
996.600,-0.000
996.800,-0.028
997.000,-0.000
997.200,-0.000
997.400,-0.000
997.600,-0.000
997.800,-0.028
998.000,0.028
998.200,0.028
998.400,-0.000
998.600,-0.000
998.800,0.028
999.000,-0.028
999.200,-0.028
999.400,-0.000
999.600,0.028
999.800,0.028
1000.000,-0.000
1000.200,-0.028
1000.400,-0.000
1000.600,0.028
1000.800,0.028
1001.000,0.028
1001.200,-0.000
1001.400,-0.056
1001.600,-0.000
1001.800,-0.000
1002.000,-0.028
1002.200,-0.028
1002.400,-0.000
1002.600,-0.000
1002.800,-0.028
1003.000,-0.000
1003.200,-0.028
1003.400,-0.000
1003.600,0.028
1003.800,0.028
1004.000,-0.028
1004.200,-0.000
1004.400,-0.000
1004.600,-0.028
1004.800,0.028
